user_id,date,description,category,type,amount,month,category_id
2,2024-10-19,Gaji bulanan,Salary,income,9629174.67,2024-10,8
2,2024-10-26,Pendapatan jasa freelance,Business,income,9629174.67,2024-10,9
2,2024-10-30,Refund pembelian,Other Income,income,9629174.67,2024-10,11
2,2024-10-22,Bayar air PDAM,Bills & Utilities,expense,398412.36,2024-10,4
2,2024-10-26,Beli obat di Kimia Farma,Health & Medical,expense,96495.97,2024-10,6
2,2024-10-31,Isi pulsa,Bills & Utilities,expense,373272.92,2024-10,4
2,2024-10-25,Nonton bioskop XXI,Entertainment,expense,92850.48,2024-10,5
2,2024-10-24,Bayar uang kuliah,Education,expense,389750.06,2024-10,7
2,2024-10-20,Bayar tagihan listrik,Bills & Utilities,expense,344295.63,2024-10,4
2,2024-10-26,Nonton bioskop XXI,Entertainment,expense,86979.03,2024-10,5
2,2024-10-15,Beli suplemen,Health & Medical,expense,457020.44,2024-10,6
2,2024-10-07,Beli perlengkapan rumah,Shopping,expense,426289.58,2024-10,3
2,2024-10-22,Kursus online desain,Education,expense,488353.11,2024-10,7
2,2024-10-21,Biaya admin bank,Other Expense,expense,454282.26,2024-10,12
2,2024-10-01,Beli snack di Indomaret,Food & Dining,expense,181389.33,2024-10,1
2,2024-10-19,Potongan saldo e-wallet,Other Expense,expense,337188.6,2024-10,12
2,2024-10-27,Ngopi di Janji Jiwa,Food & Dining,expense,380747.06,2024-10,1
2,2024-10-25,Ngopi di Janji Jiwa,Food & Dining,expense,384738.94,2024-10,1
2,2024-10-07,Belanja di Shopee,Shopping,expense,120859.33,2024-10,3
2,2024-10-18,Beli pakaian di H&M,Shopping,expense,133286.4,2024-10,3
2,2024-10-04,Hadiah ulang tahun keluarga,Gift & Donation,expense,186828.48,2024-10,10
2,2024-10-26,Biaya admin bank,Other Expense,expense,263195.17,2024-10,12
2,2024-10-16,Bayar air PDAM,Bills & Utilities,expense,449720.95,2024-10,4
2,2024-10-28,Belanja di Shopee,Shopping,expense,158780.81,2024-10,3
2,2024-10-25,Konsultasi dokter,Health & Medical,expense,458891.06,2024-10,6
2,2024-10-29,Nonton bioskop XXI,Entertainment,expense,367398.57,2024-10,5
2,2024-10-07,Perawatan gigi di klinik,Health & Medical,expense,353681.75,2024-10,6
2,2024-10-23,Beli obat di Kimia Farma,Health & Medical,expense,200939.31,2024-10,6
2,2024-10-28,Perawatan gigi di klinik,Health & Medical,expense,199586.96,2024-10,6
2,2024-10-17,Hadiah ulang tahun keluarga,Gift & Donation,expense,30805.81,2024-10,10
2,2024-10-29,Beli alat tulis kantor,Education,expense,349463.1,2024-10,7
2,2024-10-31,Bayar air PDAM,Bills & Utilities,expense,470380.2,2024-10,4
2,2024-10-20,Zakat penghasilan,Gift & Donation,expense,365495.12,2024-10,10
2,2024-10-12,Main game online,Entertainment,expense,86325.08,2024-10,5
2,2024-10-21,Bayar pascabayar XL,Bills & Utilities,expense,391760.02,2024-10,4
2,2024-10-06,Beli buku kuliah,Education,expense,452581.24,2024-10,7
2,2024-10-14,Beli perlengkapan rumah,Shopping,expense,132392.65,2024-10,3
2,2024-10-23,Isi pulsa,Bills & Utilities,expense,134412.34,2024-10,4
2,2024-10-26,Bayar uang kuliah,Education,expense,45732.77,2024-10,7
2,2024-10-05,Bayar parkir mall,Transportation,expense,160525.16,2024-10,2
2,2024-10-10,Potongan saldo e-wallet,Other Expense,expense,136726.46,2024-10,12
2,2024-10-24,Makan malam di rumah makan padang,Food & Dining,expense,355101.33,2024-10,1
2,2024-10-20,Top up e-toll,Transportation,expense,138253.14,2024-10,2
2,2024-10-18,Beli sepatu di marketplace,Shopping,expense,359121.57,2024-10,3
2,2024-10-16,Beli sepatu di marketplace,Shopping,expense,124386.5,2024-10,3
2,2024-10-09,Beli suplemen,Health & Medical,expense,354073.34,2024-10,6
2,2024-10-01,Beli alat tulis kantor,Education,expense,265284.69,2024-10,7
