user_id,month,limit,spent,category_id
2,2024-10,9259226.81,9927575.86,1
2,2024-10,14936064.55,13491860.56,2
2,2024-10,12422927.08,10871619.99,3
2,2024-10,8739307.65,8025206.71,4
2,2024-10,7483793.48,8596976.95,5
2,2024-10,12032671.15,10816928.94,6
2,2024-10,8375031.45,9472896.39,7
2,2024-10,19372885.0,0.0,8
2,2024-10,7713099.0,0.0,9
2,2024-10,8975228.14,8225031.9,10
2,2024-10,12146217.0,0.0,11
2,2024-10,13620828.78,11021626.63,12
2,2024-11,10676423.25,11501887.540000001,1
2,2024-11,13156471.12,10717535.69,2
2,2024-11,9739632.08,8085056.6899999995,3
2,2024-11,9190686.88,8360878.79,4
2,2024-11,11078994.3,8868549.69,5
2,2024-11,7593065.42,7212865.99,6
2,2024-11,12159506.78,13031923.88,7
2,2024-11,14127895.0,0.0,8
2,2024-11,8909946.0,0.0,9
2,2024-11,8365437.04,7858481.46,10
2,2024-11,6776000.0,0.0,11
2,2024-11,14476625.46,13124457.28,12
2,2024-12,12830873.64,10423849.34,1
2,2024-12,8203772.96,9412767.17,2
2,2024-12,12620782.68,10627016.45,3
2,2024-12,9266993.76,10334763.47,4
2,2024-12,15705246.93,12650916.76,5
2,2024-12,8004131.84,9081920.37,6
2,2024-12,9488702.3,10372023.53,7
2,2024-12,9298010.0,0.0,8
2,2024-12,11482822.0,0.0,9
2,2024-12,7604414.59,7117043.35,10
2,2024-12,6233689.0,0.0,11
2,2024-12,13969095.96,11645420.63,12
2,2025-01,9254363.75,10659677.38,1
2,2025-01,7669675.28,8402270.02,2
2,2025-01,8477690.52,9158250.36,3
2,2025-01,12363273.53,10237116.27,4
2,2025-01,8209803.67,9071791.15,5
2,2025-01,15910509.23,13204986.34,6
2,2025-01,8603016.87,10073019.21,7
2,2025-01,19055212.0,0.0,8
2,2025-01,13085028.0,0.0,9
2,2025-01,8443086.02,9907777.87,10
2,2025-01,11773942.0,0.0,11
2,2025-01,9764848.51,9281555.68,12
2,2025-02,12460892.97,10038581.74,1
2,2025-02,12085326.22,13760976.02,2
2,2025-02,8398285.11,7043348.5,3
2,2025-02,8950398.14,8176515.56,4
2,2025-02,8107174.42,8599218.55,5
2,2025-02,14165239.18,12514928.01,6
2,2025-02,9719742.62,8712137.49,7
2,2025-02,6227889.0,0.0,8
2,2025-02,9895263.0,0.0,9
2,2025-02,14369190.89,12454144.69,10
2,2025-02,14277257.0,0.0,11
2,2025-02,8635656.0,9308860.44,12
2,2025-03,10020930.24,11002128.03,1
2,2025-03,7962574.51,7384820.03,2
2,2025-03,10569353.05,11160884.33,3
2,2025-03,10687678.15,8956674.13,4
2,2025-03,8615614.85,7826858.01,5
2,2025-03,14456031.13,12330237.81,6
2,2025-03,8841053.65,9849813.53,7
2,2025-03,18740695.0,0.0,8
2,2025-03,18524279.0,0.0,9
2,2025-03,7002631.85,8120817.76,10
2,2025-03,8529309.0,0.0,11
2,2025-03,12621982.45,10971955.9,12
2,2025-04,9008171.97,9977048.12,1
2,2025-04,9466322.74,8798215.26,2
2,2025-04,9433497.44,10886025.73,3
2,2025-04,14830537.97,12986720.48,4
2,2025-04,9006654.53,10170660.52,5
2,2025-04,12349358.12,11159492.3,6
2,2025-04,9092392.68,10224519.82,7
2,2025-04,11762754.0,0.0,8
2,2025-04,9122349.0,0.0,9
2,2025-04,11329002.42,10158222.2,10
2,2025-04,5909412.0,0.0,11
2,2025-04,8116028.48,7310067.91,12
2,2025-05,8790763.24,7609684.13,1
2,2025-05,7732067.6,8992737.81,2
2,2025-05,13312274.66,10703718.2,3
2,2025-05,10398306.35,11406246.83,4
2,2025-05,11973844.07,9841640.86,5
2,2025-05,11599242.47,9886371.34,6
2,2025-05,10132388.88,8644137.7,7
2,2025-05,5270655.0,0.0,8
2,2025-05,18357945.0,0.0,9
2,2025-05,8222684.53,9476397.97,10
2,2025-05,10505126.0,0.0,11
2,2025-05,10121552.55,10799388.55,12
2,2025-06,8210955.41,9241367.39,1
2,2025-06,12293748.32,11350093.91,2
2,2025-06,11281207.11,13208997.68,3
2,2025-06,8529607.67,9776721.95,4
2,2025-06,9022029.68,10075819.27,5
2,2025-06,8208709.27,9096677.16,6
2,2025-06,7216862.7,7819682.6,7
2,2025-06,6418078.0,0.0,8
2,2025-06,5893361.0,0.0,9
2,2025-06,16227718.87,13393621.96,10
2,2025-06,10067399.0,0.0,11
2,2025-06,8078523.38,9056147.55,12
2,2025-07,11163871.95,10140719.97,1
2,2025-07,10207844.66,9605598.19,2
2,2025-07,8921394.46,9498352.99,3
2,2025-07,13947795.33,15296022.88,4
2,2025-07,9063591.9,10492793.28,5
2,2025-07,10231121.37,8969898.34,6
2,2025-07,10815020.63,8686763.58,7
2,2025-07,15728012.0,0.0,8
