user_id,month,limit,spent,category_id
2,2024-10,2166808.65,2329963.91,1
2,2024-10,1676251.0,1485557.4,2
2,2024-10,2799636.04,2355116.96,3
2,2024-10,4088597.68,3384223.82,4
2,2024-10,3080136.73,2662170.45,5
2,2024-10,3324247.43,2944295.13,6
2,2024-10,3552147.6,3131229.41,7
2,2024-10,7735320.0,0.0,8
2,2024-10,11160423.0,0.0,9
2,2024-10,2517268.34,2119118.4,10
2,2024-10,5089147.0,0.0,11
2,2024-10,2720000.98,2477057.93,12
2,2024-11,1740138.04,1589758.11,1
2,2024-11,2089929.5,2210445.16,2
2,2024-11,1948755.75,2078370.17,3
2,2024-11,1721745.27,1563670.72,4
2,2024-11,2098825.46,2344788.43,5
2,2024-11,1624016.01,1511502.84,6
2,2024-11,2345560.79,2212158.41,7
2,2024-11,19985144.0,0.0,8
2,2024-11,6941339.0,0.0,9
2,2024-11,1732610.13,1491941.71,10
2,2024-11,11197332.0,0.0,11
2,2024-11,2406683.49,2288617.77,12
2,2024-12,998459.43,901480.56,1
2,2024-12,1977133.31,1836020.8699999999,2
2,2024-12,1359242.56,1254163.84,3
2,2024-12,2803911.93,2399116.2,4
2,2024-12,2190540.49,2336786.7,5
2,2024-12,1520374.34,1233595.61,6
2,2024-12,2294561.24,2027328.25,7
2,2024-12,12682306.0,0.0,8
2,2024-12,18698704.0,0.0,9
2,2024-12,2855287.89,2478703.37,10
2,2024-12,12634987.0,0.0,11
2,2024-12,1592870.26,1846350.47,12
2,2025-01,1250648.03,1080000.0,1
2,2025-01,1231989.56,1442551.61,2
2,2025-01,928678.67,1085071.4,3
2,2025-01,1181295.43,1043510.11,4
2,2025-01,884096.48,1036260.25,5
2,2025-01,1411007.66,1240525.61,6
2,2025-01,2044988.04,1939895.79,7
2,2025-01,17296903.0,0.0,8
2,2025-01,18251053.0,0.0,9
2,2025-01,1262376.6,1192108.97,10
2,2025-01,14694024.0,0.0,11
2,2025-01,1785517.62,1947254.45,12
2,2025-02,2268335.4,2502486.09,1
2,2025-02,1220297.62,1152201.58,2
2,2025-02,1228867.74,1124078.25,3
2,2025-02,2320057.78,1910023.81,4
2,2025-02,1054240.14,1237338.42,5
2,2025-02,2202987.97,2057321.54,6
2,2025-02,1357325.33,1140000.0,7
2,2025-02,12061851.0,0.0,8
2,2025-02,14418488.0,0.0,9
2,2025-02,940123.8,820000.11,10
2,2025-02,11824487.0,0.0,11
2,2025-02,1627938.19,1869245.85,12
2,2025-03,2270857.27,2051956.01,1
2,2025-03,2183532.66,2494488.29,2
2,2025-03,2160575.79,1982816.25,3
2,2025-03,2932938.98,2555572.37,4
2,2025-03,4572546.03,3706148.56,5
2,2025-03,2987171.81,2644704.1,6
2,2025-03,2804044.52,3088931.68,7
2,2025-03,16284538.0,0.0,8
2,2025-03,13937645.0,0.0,9
2,2025-03,3088722.52,2901966.64,10
2,2025-03,13882373.0,0.0,11
2,2025-03,1485925.02,1302198.14,12
2,2025-04,4602021.96,3708277.4,1
2,2025-04,4407144.14,3740921.34,2
2,2025-04,1499672.01,1586239.44,3
2,2025-04,3332876.97,2676961.31,4
2,2025-04,2887257.16,3117652.56,5
2,2025-04,2142800.4,2392254.54,6
2,2025-04,2530138.2,2210220.41,7
2,2025-04,18048764.0,0.0,8
2,2025-04,5718634.0,0.0,9
2,2025-04,1984242.75,1816248.14,10
2,2025-04,13268579.0,0.0,11
2,2025-04,2520335.33,2161477.74,12
2,2025-05,2344051.99,2012348.8,1
2,2025-05,3241499.61,2603923.36,2
2,2025-05,1807388.82,1472198.66,3
2,2025-05,3291596.37,3810502.61,4
2,2025-05,3048936.2,3265678.41,5
2,2025-05,1163206.07,1351290.19,6
2,2025-05,4740825.43,3988333.15,7
2,2025-05,9207744.0,0.0,8
2,2025-05,15774219.0,0.0,9
2,2025-05,2161273.81,2037269.55,10
2,2025-05,11251325.0,0.0,11
2,2025-05,1553349.3,1336073.57,12
2,2025-06,2059318.9,2170982.16,1
2,2025-06,1178932.96,1093930.91,2
2,2025-06,2395436.64,2226717.48,3
2,2025-06,2270738.56,2115107.48,4
2,2025-06,1896907.8,1517707.57,5
2,2025-06,1484397.52,1669735.74,6
2,2025-06,2286906.16,1855518.98,7
2,2025-06,14219495.0,0.0,8
2,2025-06,9626766.0,0.0,9
2,2025-06,1336953.52,1498375.26,10
2,2025-06,6950384.0,0.0,11
2,2025-06,2726589.87,2301937.0,12
2,2025-07,1191331.24,1318322.42,1
2,2025-07,2735024.77,2395878.26,2
2,2025-07,1556214.21,1430595.43,3
2,2025-07,981108.58,880000.1,4
2,2025-07,1153387.93,1040446.18,5
2,2025-07,1431070.41,1579554.98,6
2,2025-07,2072859.83,1848196.1199999999,7
2,2025-07,17196394.0,0.0,8
2,2025-07,11773382.0,0.0,9
2,2025-07,1107758.61,1288225.3,10
2,2025-07,12128212.0,0.0,11
2,2025-07,2249903.43,1889068.78,12
2,2025-08,1195485.94,1045103.53,1
2,2025-08,991332.02,1120638.74,2
2,2025-08,1117435.86,1235023.72,3
2,2025-08,1068256.29,880000.0,4
2,2025-08,2064440.63,1712906.44,5
2,2025-08,1560933.07,1447990.72,6
2,2025-08,1082373.27,940049.85,7
2,2025-08,7033675.0,0.0,8
2,2025-08,6377425.0,0.0,9
2,2025-08,2153008.24,1724120.06,10
2,2025-08,11065876.0,0.0,11
2,2025-08,1615109.34,1871528.94,12
2,2025-09,2972408.82,3311859.2,1
2,2025-09,2312993.02,2473870.45,2
2,2025-09,3409329.22,2889663.27,3
2,2025-09,1585499.02,1672914.67,4
2,2025-09,784802.26,898457.67,5
2,2025-09,2176748.98,2015655.45,6
2,2025-09,4366911.09,4065549.04,7
2,2025-09,14964391.0,0.0,8
2,2025-09,13410084.0,0.0,9
2,2025-09,1466902.0,1615729.21,10
2,2025-09,18591236.0,0.0,11
2,2025-09,1866628.63,1557301.58,12
2,2025-10,1425247.31,1675176.97,1
2,2025-10,2858124.84,2294180.16,2
2,2025-10,1356247.11,1434783.67,3
2,2025-10,2018945.55,1670766.93,4
2,2025-10,863663.78,760323.69,5
2,2025-10,1486048.22,1701953.03,6
2,2025-10,1309346.46,1199976.3800000001,7
2,2025-10,10931956.0,0.0,8
2,2025-10,11801150.0,0.0,9
2,2025-10,1496010.32,1341347.08,10
2,2025-10,17317991.0,0.0,11
2,2025-10,1727949.97,1538941.1099999999,12
